user,location,text,sentiment,probability
OopsSo_Zorry,"Pasadena, CA - Mexico City","Porque los cocaín*s  digo colombianos celebran que hackeen las páginas oficiales de su gobierno ?
Podrían atacarlos… https://t.co/uR5Dju9ibq",Positivo,60
GreatVidei,Colombia,¡¡NOTICIAS HOY!! ESTO ES MUY GRAVE Y DEBES SABERLO VENEZUELA ENTERA AQUÍ https://t.co/QtRHYpfPVH #SOSColombiaDDHH… https://t.co/7cL4fHdJxZ,Positivo,69
Lawrence14C,,"COPIEN Y PEGUEN
hermanos colombianos, su lucha no es en vano, desde México rogando que estén a salvo 🇨🇴🙏… https://t.co/9ib88FDABw",Positivo,62
Tatiana79391315,,Los doble amo! #Anonymous #ColombiaEnDictadura #SOSColombiaDDHH #ColombiaSeRespeta https://t.co/EwGUfJB5VY,Positivo,66
danielapvillega,Colombia,#Anonymous  mil gracias ya invitaron la noticias https://t.co/Lxc53QW0XO,Positivo,86
D4n11_,Colombia,"VAMOS TODOS AL LIVE DE YOUTUBE DE LA ONU YA MISMO!!! A COMENTAR  🇨🇴S. O. S  C O L O M B I A🇨🇴

YAYAYAYA:… https://t.co/PEfuFxju6m",Positivo,73
luciabsa,,#Anonymous #SOSColombiaDDHH #SOSColombiaNosEstanMatando no hay que movernos en el miedo y la rabia. Nos movemos por… https://t.co/V6nEilZGw8,Negativo,52
SpringIna_, Mᴀɢɪᴄ sʜᴏᴘ,Eso que salió en Caracol si sería por parte de ellos?? Me suena a #Anonymous,Positivo,55
JennPetitte,,Cree este perfil uso todas las redes sociales menos esta pero lo hice para PODER APOYAR A MI PAÍS A MI TIERRA 💔😪😭 P… https://t.co/lcNZbwZVFV,Positivo,62
EHx4TGfI84iG3KZ,,HAN VUELTO ZORRAS!#Anonymous,Positivo,56
AndreEnergia,,#ParoNacional  #Anonymous #AnonymousColombia gracias por el apoyo! #SOSColombiaDDHH #NosEstanMatando https://t.co/oSvjqfHd6c,Positivo,89
Emmmmily25,"Tuluá, Colombia","#Anonymous

yo aquí esperando a ver en qué momento se pronuncia

#ParoIndefinido2021 https://t.co/ceWh3Hs6WF",Positivo,72
Anonymous_CO,Colombia,Desde hace un poco más de una hora la página de la presidencia de la república está bajo ataques de denegación de s… https://t.co/2BOuaQxZW3,Positivo,52
_nolosee,,"Ocupen rayos lasers para distraer a helicopteros y policias, no es mucho pero eso sirvió en chile para el estallido… https://t.co/r8Ez8wQWZo",Positivo,63
juansagan,,#Anonymous Es absurdo que tengamos que pagar altísimos impuestos para que compren armas y balas a la Policía y al E… https://t.co/d3XIXHFhyM,Negativo,59
jucles023,Izquierda,"#Anonymous por favor el hackeo a Uribe. La justicia acá es intocable con ese señor. 
@YourAnonOnline… https://t.co/6kjhGCXdSS",Positivo,68
Camibaq1,,Ya comenzo las noticias de rcn y caracol #Anonymous,Positivo,60
cristianloz212,"Bogotá, D.C., Colombia","Y al parecer #Anonymous hackeó la página de la presidencia, son los mejores. #ParoNacional4M #ParoIndefinido2021 #4M",Positivo,65
Sebashzhs,HTTP 404 Not Found ,Te amo #Anonymous https://t.co/AzaayJK0wi,Positivo,68
tatmzpd,,"""Ranita"" JAJAJAJAJJAJAJAKAJJAJAJAJAJA
#Anonymous https://t.co/nXyIebSpXN",Positivo,64
jose67113523,,#Anonymous porfavor hackear Caracol y RCN y colocar los vídeos de abuso policial,Positivo,54
luishdi,,PAGINA PRESIDENCIA FUERA #Anonymous https://t.co/N5pCgaBsPK,Positivo,68
LauraDanielaFv,,"Los más ricos de Colombia y sus gobernantes celebran las masacres como la purga.

#Anonymous",Positivo,58
tdelemom,,"Vamos todos ya mismo, al live de la ONU, y  pidamos SOS para Colombia

🆘🇨🇴🆘🇨🇴🆘🇨🇴🆘🇨🇴🆘

https://t.co/vZhekT4Aa9… https://t.co/nO1WNr1HKM",Positivo,70
angie_guerre,,@WRadioColombia 🤣🤣🤣🤣🤣🤣🤣 #Anonymous hakeen la #Jep... Ahí hay tela que cortar,Positivo,60
SasaDep80,"Bogotá, Colombia",#SOSColombiaDDHH así funciona @PoliciaColombia para justificar las órdenes #DuqueAsesino #NoALaReformaALaSalud… https://t.co/JiMqbG5pSF,Positivo,61
alelon85,"Bogotá, D.C., Colombia",Se le solicita a #Anonymous tumbar la página de la DIAN... Háganos esa caridad!!!,Positivo,60
Jhenicita89,,"Por favor #Anonymous no vallas a jakear el sistema de data crédito por que si nos borran, entonces el gobierno se q… https://t.co/6djqlHgGYr",Positivo,60
1990_usuario,,Ahí está el correo y la contraseña del genocida Álvaro Uribe Vélez. Y unos cuantos. @AlvaroUribeVel #Anonymous https://t.co/9vl0qlniPE,Positivo,63
_nolosee,,"‼️ Ningún artista mencionado en mi cuenta, ni su vida o profesión están relacionados o involucrados de alguna maner… https://t.co/YCcQpVtIEh",Positivo,69
EquidQuimera,"Bogotá, D.C., Colombia","Vieron que rcn n y caracol andan tratando de ser empáticos.
Con propagandas empáticas con el pueblo??

Saben que co… https://t.co/i7WMaGwxTV",Positivo,60
Adryana21620662,,Aplausos para estos pocos y muchos que se levantan en causas justas No soy Colombiana pero me solidarizo con mis he… https://t.co/4fgwXsHwzV,Positivo,67
KillerSerrania,Ciudad De Mexico ,"@FirenzeM dia 01 se presento ante una conferencia de prensa en la cual evadió múltiples respuestas a preguntas, per… https://t.co/lbkLLpAYOd",Positivo,74
valeriiaxz,,"A porky le dio miedo tan mka 

Y mejor que suspenda eso definitivamente #Anonymous https://t.co/61b2R0WjoW",Positivo,58
D0200020,,"que sutil y reconfortante seria que esto fuese una realidad 
#Anonymous https://t.co/jAhu8HjX3C",Positivo,63
greninja_f,,"Ya está otra vez activa, esto es una guerra informatica #Anonymous no te puedes rendir destapa todos los tapujos de… https://t.co/Ip4xQU0rpK",Positivo,56
EmersonTabares2,"Medellín, Colombia","Dicho por Hugo Chávez 🇨🇴❌
#Anonymous
#Colombia 
#alvarouribediolaorden https://t.co/6WV5TD2Bdp",Positivo,59
AlejaLuna87,,"Sería genial que se eliminara la información de Icetex y data crédito, también del programa de Duque! Porfis.… https://t.co/eEJRjvxDJq",Positivo,74
JadidPareja,"Medellín, Colombia","#AnonymousColombia #Anonymous 
Es verdad?
Dime qué fuiste tú, quien tumbó las páginas de:
Presidencia de Colombia
P… https://t.co/O72rCk7Nly",Positivo,69
danielapvillega,Colombia,#Anonymous no es quiera que intervengan pero ya va a empezar el noticiero en rcn,Positivo,64
ConTodaCol,"Bogotá, DC, Colombia","Es Increíble E Indignante La Forma Como Nos Están Atancando, Con Balas De 9mm Y Balas De Goma Además De Disparar Ga… https://t.co/PioBzKLY1f",Positivo,58
losada_fk,,"bloquee la comunicación de los tambos, les pone las divinas de fondo ""nadie pasa de esta esquina ""  jajajajaja 
#Anonymous",Negativo,48
MichaelHanma,"Santa Marta, Colombia","No han podido sacar a Maduro de la presidencia de Venezuela, ahora van a sacar a duque de Colombia🐷🤡🤡, vamos pueblo… https://t.co/5H0oBisGp1",Positivo,70
Maikelhxc,🇨🇴 🌋,#Anonymous entraron a la pagina del senado a jjaja son unos craks https://t.co/VDw5M6f4pD,Positivo,71
AnonymousOpCol1,,"@ELTIEMPO Seguiremos, espéranos Colombia. #Anonymous",Positivo,62
Colombiano1810,Colombia,#Anonymous #AnonymousColombia hackear a las siguientes personas y sacarles los trapitos al sol @AlvaroUribeVel… https://t.co/3wUlU89udo,Positivo,61
xxiumsn,𝑲𝒂𝒊𝑺𝒐𝒐☆🐻🐧.,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/Zos5Ohim8W,Positivo,62
soy__sebas22,"Santa Marta, Colombia","Qué tal este cerdo hpta. Hace como Pilatos, lavandose las manos. Hay que tumbarlo. #SOSColombiaDDHH #DuqueAsesino… https://t.co/nmR8vKl3C9",Positivo,63
ViveParo,,CADA VEZ MÁS TWEETS SOBRE #SOSColombiaDDHH  YA VAN 1M DE TRINOS HAY QUE SEGUIR ASÍ QUEREMOS SER ESCUCHADOS POR TODO… https://t.co/RrCBt5RQeB,Positivo,65
StivenM64775488,,"PORFAVOR TUMBEN LOS MEDIOS
CARACOL Y RCN 
ESTAN CENSURANDO #Anonymous",Negativo,49
PapaSaimon,,"El paraco @AlvaroUribeVel Muestra video de manifestante disparando, pero en realidad es un infiltrado de las ESMAD.… https://t.co/kY1PBkD5YK",Positivo,63
xxiumsn,𝑲𝒂𝒊𝑺𝒐𝒐☆🐻🐧.,@vantsvodka @jiminlipz PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS V… https://t.co/02oaU0BlJW,Positivo,67
dianatrujillo_1,,#Anonymous página del senado!!! Thanks you #Anonymous #AnonymousColombia #SOSColombiaDDHH #ColombiaEnAlertaRoja https://t.co/ianLfEScpG,Positivo,67
BTSDanv,,son los que están asesinado a sangre fría a los manifestantes que solo están luchando por algo que deberíamos tener… https://t.co/DeMTo0bxQO,Positivo,55
luisaa_jimenezz,En algún lugar del mundo 🍎,Ahora si viene lo chidooo!! #Anonymous #SOSColombiaNosEstanMatando #ColombiaResiste #AnonymousColombia #ColombiaSOS https://t.co/4OlR0so4Gd,Positivo,64
6jjleconde6,San Juan de Pasto-Nariño,"No ex PRESIDIARIO @AlvaroUribeVel se equivoca, nuestra revolución no es molecular, es atómica, y por tanto constitu… https://t.co/8Epu8uolpz",Positivo,59
wilsonmonroyto1,,@marcepachecoe @AdrianaLucia @JulianRoman #Anonymous  #AnonymousColombia  ayuda  si revisan el contexto este señor… https://t.co/Sq4SQV6vOv,Positivo,63
_nolosee,,"Demi Lovato, Justin Bieber, Kendall Jenner y Kim Kardashian resultaron tener más empatía por el pueblo que los arti… https://t.co/F9gJfGFVjN",Positivo,63
Judas_cc,Colombia ,"Que se caiga todo, de ese gobierno corrupto, vamos Colombia, siempre firmes #Anonymous #ParoNacional4M",Positivo,62
EquidQuimera,"Bogotá, D.C., Colombia","Asco de policías
#Anonymous  continúan con la represión. https://t.co/pomPphaauG",Positivo,63
Lizzie58929824,,"#Anonymous
Ojalá y no le hackees todas las redes sociales al porky 

Guiño Guiño",Positivo,68
AdAstra_91,,@AnonymousOpCOL #Anonymous parece que estan bajando los live en siloe #SOSCali,Negativo,54
losada_fk,,#Anonymous también tumbo la de la presidencia https://t.co/Dsr4YXqAQd,Positivo,64
yocxstillo,Ahi mismo ,"Somos #Anonymous , Somos legion

Yo: https://t.co/YknmUXJlE2",Positivo,64
Nidiagamezba,Dificil- Mag  V/par ,#Anonymous  SON LA MONDAAA MK,Positivo,59
Diegooperilla,,#Anonymous un sueño es verdad @YourAnonNews @AnonNews_Col #Colombia #ColombiaSOS #ColombiaResiste @infopresidencia https://t.co/8MJFE1R1AN,Positivo,69
SasaDep80,"Bogotá, Colombia",#SOSColombiaDDHH #AnonymousColombia #Anonymous @dw_espanol @Pontifex_es @AFPespanol @France24_es @ActualidadRT todo… https://t.co/uvDqG0IDHv,Positivo,64
GdeGonzito,,"Oigan #Anonymous nos pueden hacer un favor de panas?? La siguiente pagina que sea la de data crédito. Hoy por mi, mañana por ti xd",Positivo,78
Angie__Almada,"Buenos Aires, Argentina","#Anonymous nos das una manito por Argentina también, gracias.",Positivo,89
brigittecortes,bogota,"#Anonymous   Que tumben la de la policía, las fuerzas armadas. ahí desestabilizan al estado vamoooos",Positivo,61
Alberto30067979,,"La pagina, de las ratas del Senado, ha sido hackeada, por #Anonymous https://t.co/UYwjRAtuY1",Positivo,69
FSuescunO,Chillán Chile,"Pueden dar golpes mas contundentes, desclasificar información sería excelente #Anonymous 💪🏻 https://t.co/FdbOS82fQW",Positivo,64
rafaportohill,Cartagena,@RevistaSemana #SOSColombiaDDHH #SOSColombiaNosEstanMatando #ParoNacional4M #Anonymous Prevención y Acción https://t.co/cXRN1tiFWP,Positivo,64
MichaelHanma,"Santa Marta, Colombia",Mientras tanto Colombia como taquilla en otros países.🤡🤡🤡🤡🤡🤡🐷#DuqueRenuncie #mundo #ONU #Anonymous #AnonymousColombia,Positivo,54
LoboAuuuu,España ,"Mi puto ídolo jajaj que grande 
#Anonymous @YourAnonNews https://t.co/wbrwid4KaC",Positivo,72
JavierF11344535,,"@AnonymousOpCOL Tumben la página de las ratas de la policía aquí les dejo el link https://t.co/CbBXzfJ7NI

#SOSColombiaDDHH #Anonymous",Positivo,69
jumbarila08,,"Amigos de @YourAnonCentral porqué no se animan a cerrar @NoticiasRCN y @NoticiasCaracol
#Anonymous 💪💪",Positivo,66
claneva,Argentina,Las y los humanistas nos solidarizamos con el pueblo Colombiano!!! Repudiamos la violencia del estado ejercida cont… https://t.co/gpOUQnKdBv,Positivo,55
Luz_Angie_,,TIENEN MIEDO #ColombiaEnAlertaRoja #DuqueAsesino #SOSColombiaDDHH #Anonymous https://t.co/mpCmlzVAze,Negativo,53
alexander_w17,Colombia,"En Colombia 🇨🇴 🇨🇴 nos están ASESINANDO   Ayuda, Auxilio, 🆘 🆘 🆘 #Anonymous #DuqueAsesino #SOSColombiaDDHH… https://t.co/uLPWrz3Yjo",Positivo,67
Dann1523,"Cartagena, Colombia",#Anonymous ¡La página del ICETEX por favor! Ya nos tienen secos de pagar intereses.,Positivo,56
Sebasmoraleess,"Medellín, Colombia","Que paso @IvanDuque hoy queríamos verlo presidente, por qué tan ausente?
Miedito o que?
#Anonymous gracias ❤️",Positivo,91
Chaverra_Omg,"Medellín, Colombia",#Anonymous vamos por RCN y CARACOL que se les acabe lo solapados que son.,Positivo,68
Behemotsolo,"Barranquilla, Colombia","Querido #Anonymous por fa borra la base de datos del icetex, datacredito y mira pa ve que saboteas en la dian.",Positivo,53
InbaaX,Eurasia Colony,GRACIAS PRESI POR LA PLAY 5 #Anonymous #AnonymousColombia https://t.co/prYeM8ih4d,Positivo,85
jhonnybaner,Mexco D.F,"#Anonymous esperando a que @YourAnonNews se acuerde de México.

Que acá también necesitamos de su ayuda… https://t.co/E4IHvpKUfm",Positivo,70
Fawn1992,"Bogotá, D.C., Colombia","Vamos que vamos hasta que se sepa toda la verdad de este gobierno corrupto e incompetente.
#Anonymous… https://t.co/60uv4Niftb",Positivo,73
Margare67103841,,"Que paso @IvanDuque hoy queríamos verlo presidente, por qué tan ausente?
Miedito o que?
#Anonymous gracias ❤️",Positivo,91
ledystiles,Aquiii...,#Anonymous acuérdate de mi y sácame de #datacredito por favor🙏🙏🙏,Positivo,67
dimipa26,,#Anonymous debería vaciar las cuentas de los congresistas y con esa plata se podría pagar la deuda externa 🤔,Negativo,63
JuanGui_RMCF,Colombia,"#Anonymous
Tumben el programa del Doctor Tocino de las 6:00 pm 😎😎😋😋",Positivo,68
AndresPala89,bogota city,"#Anonymous Los Comparendos De La @PoliciaColombia Asesina,
Que Nos Pusieron En Pandemia. por Buscar Un Plato De Cóm… https://t.co/TLS9vTz2aM",Positivo,65
JUANPAARIAS3,"Medellín, Colombia","VAMOS, VAMOS QUE ESO NO ES NADA
#Anonymous 
#AnonymousColombia 
A tumbarle hasta las canas a esos dos personajes
SI… https://t.co/UBKAYwXcau",Positivo,70
Anonymous_Latin,,@AnonymousOpCOL Vamos por todos los corruptos! Fuerza Colombia 🇨🇴 #OpColombia #Anonymous #ColombiaSOS,Positivo,68
_Carucita,"Pereira, Colombia",Que #Anonymous borre la base de datos del @ICETEX 🥺,Positivo,53
federicobc97,,#Anonymous es necesario que le demuestren a este narco estado por que no podemos ser el Silicon Valley de latino Am… https://t.co/D0LxIo6hUa,Positivo,61
JaniFlz,"Cartagena, Colombia",Falta RCN Y Caracol #Anonymous,Negativo,69
josevelez5874,,"Gracias a toda la organización #Anonymous , esto no para y hay que desenmascarar este gobierno corrupto!… https://t.co/xImPohcHDe",Positivo,82
JsbastianR,"Bucaramanga, Colombia",@elespectador También acaban de tumbar la de la presidencia. 💪🏼🔥🇨🇴 #Anonymous https://t.co/q99lF9USrF,Positivo,65
Cristia31586398,Colombia,Esperando que Anonymus hackee a duque y a todos los que forman parte del gobierno #Anonymous https://t.co/ulRfgxdDSQ,Positivo,60
rafaportohill,Cartagena,@fdbedout #SOSColombiaDDHH #SOSColombiaNosEstanMatando #ParoNacional4M #Anonymous Prevención y Acción https://t.co/vPZwVwb4TT,Positivo,64
WalterMata14,"Cali, Colombia","@carlosvives ""Colombiano"" / @LuisFonsi Puerto riqueño.
La empatía se ve más de artistas de otros países que los loc… https://t.co/68LsmtvDYu",Positivo,63
gisela_verona,"Valle del Cauca, Colombia",De nuevo lo hace #Anonymous tumban la página de la presidencia en Colombia 🇨🇴🇨🇴🇨🇴❤️ infinitas gracias.… https://t.co/QbI1oWi5D2,Positivo,87
Ximena63014735,"Seoul, Republic of Korea 🇰🇷","FUERZA COLOMBIA!!!
 ❤️‍🔥 🇨🇴
#SOSColombiaDDHH #Anonymous #Asesinos #DuqueRenuncie #SOSColombiaNosEstanMatando… https://t.co/up6P3pXXnc",Positivo,65
DannaRa54192255,en la carcel de karmaland🌿🌺,"YA LES DIO MIEDO, VERDAD HIJOS DE SU REPUTISIMA MADRE? #Anonymous https://t.co/R1I8jtz3VF",Negativo,49
kmilomusic_DJ,bogota D.C,"@IvanDuque Se cago él marrano #Anonymous nuestra lucha virtual, #Jovenes no dejemos de luchar por tu pais por mi pa… https://t.co/y8GLCoE85D",Positivo,58
thatmagicmusic,"Medellín, Colombia.",Tumbaron la página de la presidencia  #Anonymous,Positivo,59
Diego_Car93,,"Ya que #Anonymous esta en una obra social apoyando el paro, los animo a hacer un acto de caridad por este humilde s… https://t.co/RNvUv2bO4I",Negativo,50
dieuryuki,𝐌𝐢 𝐏𝐮𝐭𝐚 𝐂𝐚𝐬𝐚,"""Es realmente chocante que un presidente despues de la situación que está pasando su país, no se haya pronunciado d… https://t.co/hXqiw3c4xP",Positivo,69
soscolo37380262,,#Anonymous data crédito y tumben las cuentas de esos perros hijueputas de duque y Uribe,Positivo,55
Colombiano1810,Colombia,#Anonymous debería hackear el Icetex y dejar a todos los Colombianos al día en su crédito y de paso a datacredito y… https://t.co/l7JNHdrRsq,Positivo,63
duvanchodiseno,,@luciacvdo falta la policía nacional de colombia #Anonymous,Negativo,66
Caenon9,"Columbia Británica, Canadá","#Anonymous
#HumanRights 
#HumanRightsDefenders 
#HumanRightsViolations 
#DerechosHumanos 
#DDHHinternacional… https://t.co/XjB2WG1Z5X",Positivo,64
Jaqueli88675398,,"""NOS QUIEREN SACAR LOS OJOS, PORQUE SABEN QUE YA LOS ABRIMOS"" 
FUERZA COLOMBIA!!! 🇨🇴🤜🏻🤛🏻
 ❤️‍🔥 🇨🇴
#SOSColombiaDDHH… https://t.co/W9DSU81bVC",Positivo,66
garcesvillareal,,"Y esto que es @PoliciaColombia  :)?

#AnonymousColombia 
#Anonymous https://t.co/p34hLsJ1qe https://t.co/ascp0yw4zr",Positivo,66
JuanGui_RMCF,Colombia,"#Anonymous
La pagina del ejercito sigue sin funcionar 😂😂😂😂😬😬 https://t.co/Cet1vPyCpj",Positivo,63
andreypt_,En tu corazón bb,"@YourAnonNewsESP 
PETICIÓN NACIONAL PARA QUE TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO P… https://t.co/GcaH8dBIn7",Positivo,67
MichaelHanma,"Santa Marta, Colombia","#Anonymous vamos que si se puede!!!!!!!!
#AnonymousColombia #RenuncieDuque #SOSColombiaNosEstanMatando https://t.co/nj8gwhXmOR",Positivo,61
3Mariakm29,,La pagina del senado ejercito y ahora precidencia calleron #Anonymous,Positivo,72
803_angie,,#Anonymous La DIAN por favor!!! 🙏,Positivo,68
juanjos43841039,,"Colombia esta pasando por una situacion muy dificil gracias a todos los paises que nos estan apoyando!!
FUERZA COLO… https://t.co/wKAU5esSAU",Positivo,69
DarwinG23871792,,@Y0urAnonOPS @AnonymousOpCOL Los pts amos✊🏼♥️ #Anonymous,Positivo,60
brannfonseca,,"@AnonymousOpCOL Gracias de nuevo.
Ustedes son implacables, ellos no tienen defensas, y el que todos lo sepan debe s… https://t.co/Jcbbw0hhH6",Positivo,86
apoliticoBQA,Barranquilla,"#Anonymous 

Son la verga...",Positivo,58
SuryGarca8,,"Me duele el alma, he llorado con todo esto, amo profundamente mi país y es muy duro vernos así, vernos morir, ver t… https://t.co/hp84m5YXPx",Positivo,57
AndresPala89,bogota city,"@opg28 #Anonymous La Página De Data Crédito.
Estos .
Necesitamos Empezar Una Vida Desde 0",Positivo,68
ayumidany14,Colombia,"#ParoNacional4M #Anonymous #AnonymousColombia  s.o.s Bosa Piamonte , está en vivo y en directo 
https://t.co/8tMa8vCz2I",Positivo,75
cocolilo8,,Caída la página de la presidencia de #Colombia #Anonymous #ParoNacional4M,Positivo,61
random_uwuofc,,Quede así 😧 cuando leí la mayoría de publicaciones con el #FuerzaCOLOMBIA #Anonymous gente wow. Ahora sumenle el vi… https://t.co/bSBIAgMOJL,Positivo,68
LauraRo53666414,,#Anonymous Petición para que #Anonymous tire el programa de Duque a las 6:00PM y muestre los vídeos de abuso polici… https://t.co/mfuxKfqqBj,Positivo,67
